canonical_name,slug,used_in_n_workout_slots,cal_per_hr_150lb,cal_15min_150lb,met_estimate,calorie_source,match_type,match_score,fitclick_name,fitclick_eqID,fitclick_url,fitclick_category,fitclick_muscle,exercise_url
Standing Leg Curl,,2,272,68,3.81,fitclick_match,exact,1.0,Standing Leg Curls,103,https://www.fitclick.com/exercises_Standing_Leg_Curls?eqID=103,Thighs,Biceps Femoris (Hamstrings),
B1. Seated One Arm Overhead Dumbbell Extension,one-arm-seated-overhead-tricep-extension,2,306,76,4.29,category_estimate,,,,,,Triceps,,https://www.muscleandstrength.com/exercises/one-arm-seated-overhead-tricep-extension.html
Lying Low Cable Curl,lying-cable-curl-floor,2,344,86,4.82,category_estimate,,,,,,Biceps,,https://www.muscleandstrength.com/exercises/lying-cable-curl-floor.html
Front Double Biceps Pose Upper Cable Curl,standing-high-pulley-cable-curl,2,340,85,4.76,fitclick_match,fuzzy,0.75,Standing Overhead Cable Curls,4801,https://www.fitclick.com/exercises_Standing_Overhead_Cable_Curls?eqID=4801,Biceps,Biceps,https://www.muscleandstrength.com/exercises/standing-high-pulley-cable-curl.html
Smith Elbows Out Close Grip Bench Press,smith-machine-close-grip-bench-press,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,Close-Grip Bench Press,16,https://www.fitclick.com/exercises_Close_Grip_Bench_Press?eqID=16,Triceps,Pectorals,https://www.muscleandstrength.com/exercises/smith-machine-close-grip-bench-press.html
1. Dead Bugs,,2,357,89,5.0,category_estimate,,,,,,Abdominals,,
2. Supermans,,2,408,102,5.71,strength_median_estimate,,,,,,,,
1a. Dead Bugs,,2,357,89,5.0,category_estimate,,,,,,Abdominals,,
1b. Supermans,,2,408,102,5.71,strength_median_estimate,,,,,,,,
Single Arm Behind Back Cable Lateral,one-arm-cable-lateral-raise,2,272,68,3.81,fitclick_match,fuzzy_low,0.6,Lateral Cable Raises,50,https://www.fitclick.com/exercises_Lateral_Cable_Raises?eqID=50,Shoulders,Medial Deltoids,https://www.muscleandstrength.com/exercises/one-arm-cable-lateral-raise.html
Decline Bench Leg Raise,decline-bench-leg-raise,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,Decline Bench Leg Raise Hip Thrusts,4607,https://www.fitclick.com/exercises_Decline_Bench_Leg_Raise_Hip_Thrusts?eqID=4607,Abdominals,Rectus Abdominis,https://www.muscleandstrength.com/exercises/decline-bench-leg-raise.html
Kettlebell Halo,kettlebell-halo,2,408,102,5.71,fitclick_match,exact,1.0,Kettlebell Halo,4800,https://www.fitclick.com/exercises_Kettlebell_Halo?eqID=4800,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/kettlebell-halo
Kettlebell Single Leg Deadlift,1-kettlebell-single-leg-deadlift,2,442,110,6.19,fitclick_match,fuzzy,0.75,Single-Leg Deadlift,376,https://www.fitclick.com/exercises_Single_Leg_Deadlift?eqID=376,Thighs,Thighs,https://www.muscleandstrength.com/exercises/1-kettlebell-single-leg-deadlift
Reverse Grip Dumbbell Row,reverse-grip-bent-over-dumbbell-row,2,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/reverse-grip-bent-over-dumbbell-row.html
Frog Pumps,,2,408,102,5.71,strength_median_estimate,,,,,,,,
Knee Banded Glute Bridge,banded-glute-bridge,2,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/banded-glute-bridge
Standing Kettlebell Shoulder Press,standing-kettlebell-press,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,Kettlebell Press,4481,https://www.fitclick.com/exercises_Kettlebell_Press?eqID=4481,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/standing-kettlebell-press
1 Arm Tricep Pushdown,one-arm-cable-extension,2,306,76,4.29,category_estimate,,,,,,Triceps,,https://www.muscleandstrength.com/exercises/one-arm-cable-extension.html
Activation Rows,,2,408,102,5.71,category_estimate,,,,,,Back,,
Rack Pulls,,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,Barbell Rack Pull,5253,https://www.fitclick.com/exercises_Barbell_Rack_Pull?eqID=5253,Thighs,Gluteus Maximus,
Barbell Drag Curl,barbell-drag-curl,2,344,86,4.82,category_estimate,,,,,,Biceps,,https://www.muscleandstrength.com/exercises/barbell-drag-curl.html
Chest Supported Rows,incline-bench-barbell-row,2,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/incline-bench-barbell-row.html
Sprint,,2,544,136,7.62,fitclick_match,exact,1.0,Sprints,1177,https://www.fitclick.com/exercises_Sprints?eqID=1177,Cardio,Running,
Frog Sit Up,frog-sit-up,2,357,89,5.0,category_estimate,,,,,,Abdominals,,https://www.muscleandstrength.com/exercises/frog-sit-up
Shadow Boxing Combination,,2,408,102,5.71,strength_median_estimate,,,,,,,,
A4. Barbell Push Press,push-press,2,442,110,6.19,fitclick_match,exact,1.0,Barbell Push Press,615,https://www.fitclick.com/exercises_Barbell_Push_Press?eqID=615,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/push-press
Assisted Pull Up,band-assisted-pull-up-from-knee,2,544,136,7.62,fitclick_match,fuzzy_low,0.67,Pull Up (Palms Away),2937,https://www.fitclick.com/exercises_Pull_Up_Palms_Away_?eqID=2937,Cardio,Home Activities,https://www.muscleandstrength.com/exercises/band-assisted-pull-up-from-knee
Decline Chest Fly or Cable Crossover,decline-dumbbell-flys,2,408,102,5.71,category_estimate,,,,,,Chest,,https://www.muscleandstrength.com/exercises/decline-dumbbell-flys.html
Single Dumbbell Front Raise,alternate-standing-dumbbell-front-raise,2,272,68,3.81,fitclick_match,exact,1.0,Front Dumbbell Raises,37,https://www.fitclick.com/exercises_Front_Dumbbell_Raises?eqID=37,Shoulders,Anterior Deltoids,https://www.muscleandstrength.com/exercises/alternate-standing-dumbbell-front-raise.html
Reverse Wrist Curl,reverse-barbell-wrist-curl-over-bench,2,204,51,2.86,fitclick_match,fuzzy,0.75,Dumbbell Reverse Wrist Curls,62,https://www.fitclick.com/exercises_Dumbbell_Reverse_Wrist_Curls?eqID=62,Forearms,Forearm Flexors,https://www.muscleandstrength.com/exercises/reverse-barbell-wrist-curl-over-bench.html
Barbell Reverse Curl,ez-bar-reverse-grip-barbell-curl,2,357,89,5.0,fitclick_match,fuzzy,0.75,Standing Barbell Reverse Curls,100,https://www.fitclick.com/exercises_Standing_Barbell_Reverse_Curls?eqID=100,Biceps,Brachialis,https://www.muscleandstrength.com/exercises/ez-bar-reverse-grip-barbell-curl.html
Ab Crunch Machine,,2,238,60,3.33,fitclick_match,fuzzy,0.75,Cybex Ab Crunch Machine,3890,https://www.fitclick.com/exercises_Cybex_Ab_Crunch_Machine?eqID=3890,Abdominals,Rectus Abdominis,
4A: Box Jumps,,2,510,128,7.14,fitclick_match,exact,1.0,Box Jumps,538,https://www.fitclick.com/exercises_Box_Jumps?eqID=538,Thighs,Thighs,
Plank With Feet On Bench,plank-with-feet-on-bench,2,357,89,5.0,category_estimate,,,,,,Abdominals,,https://www.muscleandstrength.com/exercises/plank-with-feet-on-bench.html
Lateral Band Walk,lateral-band-walk,2,408,102,5.71,category_estimate,,,,,,Cardio,,https://www.muscleandstrength.com/exercises/lateral-band-walk
Close-Grip Barbell Curl,close-grip-standing-barbell-curl,2,344,86,4.82,category_estimate,,,,,,Biceps,,https://www.muscleandstrength.com/exercises/close-grip-standing-barbell-curl.html
Superset #1: 3 sets of the following:,,2,408,102,5.71,strength_median_estimate,,,,,,,,
Superset #2: 3 sets of the following:,,2,408,102,5.71,strength_median_estimate,,,,,,,,
Incline Dumbbell Curls (1 rest-pause set for 20 – 30 total reps. Use strict form!),alternate-incline-dumbbell-curl,2,340,85,4.76,fitclick_match,exact,1.0,Incline Dumbbell Curls,45,https://www.fitclick.com/exercises_Incline_Dumbbell_Curls?eqID=45,Biceps,Biceps,https://www.muscleandstrength.com/exercises/alternate-incline-dumbbell-curl.html
Power Cleans,,2,510,128,7.14,fitclick_match,fuzzy_low,0.67,Barbell Power Clean,639,https://www.fitclick.com/exercises_Barbell_Power_Clean?eqID=639,Back,Spinal Erectors,
Overhead Barbell Shoulder Shrug,overhead-barbell-shrug,2,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/overhead-barbell-shrug
Short All-Out Sprint Outdoors or on Treadmill,,2,408,102,5.71,category_estimate,,,,,,Cardio,,
Superman,superman,2,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/superman
1. Tall Kneeling Medicine Ball Chest Pass,,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,Medicine Ball Chest Pass,226,https://www.fitclick.com/exercises_Medicine_Ball_Chest_Pass?eqID=226,Cardio,Drills/Plyometrics,
4b. Tall Kneeling Pallof Press,,2,408,102,5.71,strength_median_estimate,,,,,,,,
2. 3 Second Eccentric Chin Up,eccentric-only-chin-up,2,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/eccentric-only-chin-up
Core or Rear Delt Exercise,,2,344,86,4.82,category_estimate,,,,,,Shoulders,,
Core Exercise,,2,680,170,9.52,fitclick_match,exact,1.0,Core Exercise,2700,https://www.fitclick.com/exercises_Core_Exercise?eqID=2700,Cardio,Drills/Plyometrics,
Abs exercise (See below),,2,357,89,5.0,category_estimate,,,,,,Abdominals,,
"For the superset, rest 45-75 seconds between moves and 1:30-2 minutes between sets.",,2,408,102,5.71,strength_median_estimate,,,,,,,,
"Perform either option A or B, not both.",,2,408,102,5.71,strength_median_estimate,,,,,,,,
Wrist Curls,barbell-wrist-curl-over-bench,2,68,17,0.95,fitclick_match,exact,1.0,Wrist Curls,8926,https://www.fitclick.com/exercises_Wrist_Curls?eqID=8926,Cardio,Home Activities,https://www.muscleandstrength.com/exercises/barbell-wrist-curl-over-bench.html
"*180 seconds timed rest
			*maximal intended velocity repetitions",,2,408,102,5.71,strength_median_estimate,,,,,,,,
Lying Abduction (dumbbells/bands*),cable-hip-abduction,2,323,81,4.52,fitclick_match,fuzzy_low,0.67,Hip Abduction Machine,222,https://www.fitclick.com/exercises_Hip_Abduction_Machine?eqID=222,Thighs,Thighs,https://www.muscleandstrength.com/exercises/cable-hip-abduction.html
3a. Banded Good Morning,,2,442,110,6.19,fitclick_match,fuzzy_low,0.67,Good Mornings,39,https://www.fitclick.com/exercises_Good_Mornings?eqID=39,Lower Back,Spinal Erectors,
3c. Reverse Hyper,,2,408,102,5.71,strength_median_estimate,,,,,,,,
3d. Band Pushdown,,2,306,76,4.29,category_estimate,,,,,,Triceps,,
2a. Neutral Grip Dumbbell Bench Press,palms-in-dumbbell-bench-press,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,Dumbbell Incline Press with Neutral Grip,5166,https://www.fitclick.com/exercises_Dumbbell_Incline_Press_with_Neutral_Grip?eqID=5166,Chest,Pectorals,https://www.muscleandstrength.com/exercises/palms-in-dumbbell-bench-press.html
Seated Twist,,2,408,102,5.71,strength_median_estimate,,,,,,,,
Serrano Press,,2,408,102,5.71,strength_median_estimate,,,,,,,,
- Ring Inn & Outs,,2,408,102,5.71,strength_median_estimate,,,,,,,,
- Serrano Press,,2,408,102,5.71,strength_median_estimate,,,,,,,,
B. Reverse Hyper Extension (on Swiss Ball),,2,238,60,3.33,fitclick_match,fuzzy,0.87,Reverse Hyperextension,367,https://www.fitclick.com/exercises_Reverse_Hyperextension?eqID=367,Lower Back,Spinal Erectors,
5. Reverse Hyper,,2,408,102,5.71,strength_median_estimate,,,,,,,,
Incline Dumbbell Row,incline-bench-two-arm-dumbbell-row,2,340,85,4.76,fitclick_match,fuzzy,0.87,Incline Dumbbell Curls,45,https://www.fitclick.com/exercises_Incline_Dumbbell_Curls?eqID=45,Biceps,Biceps,https://www.muscleandstrength.com/exercises/incline-bench-two-arm-dumbbell-row.html
Leaning Lateral Raise,one-arm-dumbbell-lateral-raise,2,340,85,4.76,fitclick_match,fuzzy,0.8,Single-Arm Lateral Shoulder Raise,6382,https://www.fitclick.com/exercises_Single_Arm_Lateral_Shoulder_Raise?eqID=6382,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/one-arm-dumbbell-lateral-raise.html
Repeat this entire cycle 2 to 3 times.,,2,408,102,5.71,strength_median_estimate,,,,,,,,
Intervals on cardio of choice,,2,408,102,5.71,category_estimate,,,,,,Cardio,,
Superset: Incline bench dumbbell curl and parallel bar dip,incline-bench-dumbbell-curl,2,340,85,4.76,fitclick_match,fuzzy,0.75,Incline Dumbbell Curls,45,https://www.fitclick.com/exercises_Incline_Dumbbell_Curls?eqID=45,Biceps,Biceps,https://www.muscleandstrength.com/exercises/incline-bench-dumbbell-curl.html
Steady-state cardio of choice,,2,340,85,4.76,fitclick_match,fuzzy_low,0.6,Steady-State Cardio,305,https://www.fitclick.com/exercises_Steady_State_Cardio?eqID=305,Cardio,Aerobics/Dancing,
Full Frontals,,2,408,102,5.71,strength_median_estimate,,,,,,,,
Arm Gauntlet: set up 7-8 arm exercises and do 15 reps for biceps and 20 reps for triceps for 5 sets.,,2,306,76,4.29,category_estimate,,,,,,Triceps,,
Dave Draper Forehead Curl,,2,344,86,4.82,category_estimate,,,,,,Biceps,,
Stick Twists,,2,408,102,5.71,strength_median_estimate,,,,,,,,
4. Unilateral Reverse Tricep Extension,reverse-grip-one-arm-tricep-pushdown,2,272,68,3.81,fitclick_match,fuzzy_low,0.6,Reverse-Grip Triceps Extension,349,https://www.fitclick.com/exercises_Reverse_Grip_Triceps_Extension?eqID=349,Triceps,Triceps,https://www.muscleandstrength.com/exercises/reverse-grip-one-arm-tricep-pushdown.html
Box Jump,,2,510,128,7.14,fitclick_match,exact,1.0,Box Jumps,538,https://www.fitclick.com/exercises_Box_Jumps?eqID=538,Thighs,Thighs,
Power Clean,,2,510,128,7.14,fitclick_match,fuzzy_low,0.67,Barbell Power Clean,639,https://www.fitclick.com/exercises_Barbell_Power_Clean?eqID=639,Back,Spinal Erectors,
Wide Grip Bench Press *,wide-grip-bench-press,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,Wide Grip Upper Chest Bench Press,4672,https://www.fitclick.com/exercises_Wide_Grip_Upper_Chest_Bench_Press?eqID=4672,Chest,Pectorals,https://www.muscleandstrength.com/exercises/wide-grip-bench-press.html
Right Arm Clean and Press,1-kb-kettlebell-clean-and-press,2,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/1-kb-kettlebell-clean-and-press
Lateral Bounds,,2,408,102,5.71,strength_median_estimate,,,,,,,,
Lateral Squat Jumps,,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,Lateral Jumps,1810,https://www.fitclick.com/exercises_Lateral_Jumps?eqID=1810,Cardio,Other/Miscellaneous,
6b. Box Jumps,box-jump,2,510,128,7.14,fitclick_match,exact,1.0,Box Jumps,538,https://www.fitclick.com/exercises_Box_Jumps?eqID=538,Thighs,Thighs,https://www.muscleandstrength.com/exercises/box-jump
3-Way Sit-Up,,2,357,89,5.0,category_estimate,,,,,,Abdominals,,
Side Lying Clams,side-lying-clam,2,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/side-lying-clam
"Complete your entire back workout and then squat to a daily max as described earlier. If you deadlifted in your back workout, then use front squats to ensure a more vertical torso and less shearing forces on the lumbar spine.",,2,408,102,5.71,category_estimate,,,,,,Thighs,,
"Just as you read above, complete your entire chest workout, and then squat to a daily max. This time, back squats are OK.",,2,408,102,5.71,category_estimate,,,,,,Thighs,,
"Complete your entire shoulder workout, then back squat to daily max.",,2,408,102,5.71,category_estimate,,,,,,Thighs,,
"Post workout squats are not needed on this day. You’ve squatted heavy 4 times for the week, which is worthy of a day off of squatting. Enjoy your curls for the girls!",,2,408,102,5.71,category_estimate,,,,,,Thighs,,
2. Circuit,,2,408,102,5.71,strength_median_estimate,,,,,,,,
Close Underhand Grip Pull Up,close-grip-chin-up,2,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/close-grip-chin-up
Sprint Intervals,,2,408,102,5.71,category_estimate,,,,,,Cardio,,
Single Arm Dumbbell or kettlebell flat bench press,one-arm-dumbbell-bench-press,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,One-Arm Incline Neutral Dumbbell Press,334,https://www.fitclick.com/exercises_One_Arm_Incline_Neutral_Dumbbell_Press?eqID=334,Chest,Upper Pectorals,https://www.muscleandstrength.com/exercises/one-arm-dumbbell-bench-press.html
Shoulder Press and Pulldown,,2,408,102,5.71,category_estimate,,,,,,Back,,
Chest Press and Row,,2,408,102,5.71,category_estimate,,,,,,Back,,
Biceps and Triceps,,2,306,76,4.29,category_estimate,,,,,,Triceps,,
Squat and Touch the Toes,,2,408,102,5.71,category_estimate,,,,,,Thighs,,
Jog Around the Block 2,,2,408,102,5.71,category_estimate,,,,,,Cardio,,
Kettlebell Renegade Row,,2,408,102,5.71,fitclick_match,fuzzy_low,0.67,Renegade Row,2419,https://www.fitclick.com/exercises_Renegade_Row?eqID=2419,Cardio,Other/Miscellaneous,
Weighted Knee-Ins,,2,408,102,5.71,strength_median_estimate,,,,,,,,
Wrist Rollers,wrist-rollers,1,204,51,2.86,category_estimate,,,,,,Forearms,,https://www.muscleandstrength.com/exercises/wrist-rollers.html
Fat Gripz Dumbbell Farmers Carry,fat-gripz-dumbbell-farmers-carry,1,204,51,2.86,category_estimate,,,,,,Forearms,,https://www.muscleandstrength.com/exercises/fat-gripz-dumbbell-farmers-carry
Standing Wrist Curl,standing-wrist-curl,1,68,17,0.95,fitclick_match,fuzzy_low,0.67,Wrist Curls,8926,https://www.fitclick.com/exercises_Wrist_Curls?eqID=8926,Cardio,Home Activities,https://www.muscleandstrength.com/exercises/standing-wrist-curl.html
Ab Machine Crunch,,1,238,60,3.33,fitclick_match,fuzzy,0.75,Cybex Ab Crunch Machine,3890,https://www.fitclick.com/exercises_Cybex_Ab_Crunch_Machine?eqID=3890,Abdominals,Rectus Abdominis,
Ab Machine Oblique Crunch,,1,238,60,3.33,fitclick_match,fuzzy_low,0.6,Cybex Ab Crunch Machine,3890,https://www.fitclick.com/exercises_Cybex_Ab_Crunch_Machine?eqID=3890,Abdominals,Rectus Abdominis,
Kettlebell Ab Pullover and Crunch,3-month-position-kettlebell-pullover,1,357,89,5.0,category_estimate,,,,,,Abdominals,,https://www.muscleandstrength.com/exercises/3-month-position-kettlebell-pullover
Kettlebell Side Bend,,1,408,102,5.71,strength_median_estimate,,,,,,,,
High Knees with Kettlebell,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Eccentric Only Dips,eccentric-only-dip,1,408,102,5.71,category_estimate,,,,,,Chest,,https://www.muscleandstrength.com/exercises/eccentric-only-dip
V-Bar Pull Down,v-bar-pull-down,1,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/v-bar-pull-down
Shotgun Row,standing-one-arm-cable-row,1,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/standing-one-arm-cable-row.html
4. Single Arm Lateral Machine Raise,,1,340,85,4.76,fitclick_match,fuzzy_low,0.67,Single-Arm Lateral Shoulder Raise,6382,https://www.fitclick.com/exercises_Single_Arm_Lateral_Shoulder_Raise?eqID=6382,Shoulders,Deltoids,
5. Partial Lateral Raise,,1,344,86,4.82,category_estimate,,,,,,Shoulders,,
2. Hammer Strength High Row Machine,,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Hammer Strength Isolateral High Row,2106,https://www.fitclick.com/exercises_Hammer_Strength_Isolateral_High_Row?eqID=2106,Back,Latissimus Dorsi,
4. Rear Delt Fly Machine,,1,408,102,5.71,category_estimate,,,,,,Chest,,
1. Box Squats,squat-to-bench,1,476,119,6.67,fitclick_match,exact,1.0,Box Squat,346,https://www.fitclick.com/exercises_Box_Squat?eqID=346,Thighs,Thighs,https://www.muscleandstrength.com/exercises/squat-to-bench.html
